UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic year,Financial year end,Category marker,Category,Value(£000s),Year End Month
10005700,SRUC,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,4641,All
10007804,The University of Stirling,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,1646,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,1646,All
10007805,The University of Strathclyde,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,15928,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,15928,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-7422,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-7422,All
10007800,The University of the West of Scotland,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-37244,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-37244,All
,Total,Scotland,Scotland,2019/20,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2385,All
,Total,Scotland,Scotland,2019/20,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2385,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,29670,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,29670,All
10007849,Abertay University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,16891,"07, July"
10007849,Abertay University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,16891,All
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,53139,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,53139,All
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,26413,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,26413,All
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,163456,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,163456,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,23883,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,23883,All
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-2037,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-2037,All
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,90910,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,90910,All
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,21578,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,21578,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,10665,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,10665,All
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,35664,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,35664,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,675,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,675,All
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,42779,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,42779,All
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-4633,"07, July"
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-4633,All
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,22290,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,22290,All
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,17824,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,17824,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-3005,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-3005,All
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,36247,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,36247,All
,Total,Scotland,Scotland,2020/21,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,582409,All
,Total,Scotland,Scotland,2020/21,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,582409,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-41694,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-41694,All
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,30742,"07, July"
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,30742,All
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-13597,"07, July"
