UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Activity standard occupational classification,Number
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,Total non-academic staff,120
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2018/19,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2018/19,Professional occupations,75
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2018/19,Associate professional and technical occupations,45
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2018/19,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2018/19,Total academic staff,125
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Associate professional and technical occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Administrative and secretarial occupations,115
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2018/19,Total non-academic staff,120
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,All,All (excluding atypical),2018/19,Total,245
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2018/19,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2018/19,Professional occupations  ,25
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2018/19,Associate professional and technical occupations  ,70
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2018/19,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2018/19,Total academic atypical staff,90
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2019/20,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2019/20,Professional occupations,140
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2019/20,Associate professional and technical occupations,80
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2019/20,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2019/20,Total academic staff,215
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Associate professional and technical occupations ,25
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Administrative and secretarial occupations,270
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2019/20,Total non-academic staff,300
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2019/20,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2019/20,Professional occupations,140
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2019/20,Associate professional and technical occupations,80
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2019/20,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2019/20,Total academic staff,215
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Associate professional and technical occupations ,25
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Administrative and secretarial occupations,270
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2019/20,Total non-academic staff,300
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,All,All (excluding atypical),2019/20,Total,515
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2019/20,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2019/20,Professional occupations  ,15
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2019/20,Associate professional and technical occupations  ,55
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2019/20,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2019/20,Total academic atypical staff,70
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2019/20,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2019/20,Professional occupations,55
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2019/20,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2019/20,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2019/20,Total academic staff,90
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Associate professional and technical occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Administrative and secretarial occupations,155
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Total non-academic staff,180
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Professional occupations,55
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Total academic staff,90
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Associate professional and technical occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Administrative and secretarial occupations,155
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Total non-academic staff,180
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2019/20,Total,270
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Professional occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Associate professional and technical occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Total academic atypical staff,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Professional occupations,85
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Associate professional and technical occupations,45
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Total academic staff,125
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Associate professional and technical occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Administrative and secretarial occupations,115
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Total non-academic staff,120
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Professional occupations,85
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Associate professional and technical occupations,45
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Total academic staff,125
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Associate professional and technical occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Administrative and secretarial occupations,115
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Total non-academic staff,120
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,All,All (excluding atypical),2019/20,Total,245
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Professional occupations  ,15
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Associate professional and technical occupations  ,55
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Total academic atypical staff,70
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Professional occupations,145
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Associate professional and technical occupations,70
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Total academic staff,220
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Associate professional and technical occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Administrative and secretarial occupations,295
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Total non-academic staff,325
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Professional occupations,145
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Associate professional and technical occupations,70
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Total academic staff,220
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Associate professional and technical occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Administrative and secretarial occupations,295
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Total non-academic staff,325
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,All,All (excluding atypical),2020/21,Total,545
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Professional occupations  ,15
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Associate professional and technical occupations  ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Total academic atypical staff,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Professional occupations,60
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Total academic staff,95
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Associate professional and technical occupations ,15
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Administrative and secretarial occupations,170
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Total non-academic staff,190
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Professional occupations,60
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Total academic staff,95
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Associate professional and technical occupations ,15
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Administrative and secretarial occupations,170
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Total non-academic staff,190
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2020/21,Total,285
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Professional occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Associate professional and technical occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Total academic atypical staff,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Professional occupations,85
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Total academic staff,120
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Associate professional and technical occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Administrative and secretarial occupations,125
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Skilled trades occupations,0
