UKPRN,HE provider,Country of HE provider,Region of HE provider,First year marker,Level of study,Mode of study,Academic Year,Category marker,Category,Number
10007764,Heriot-Watt University,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,5525
10007764,Heriot-Watt University,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,5465
10007764,Heriot-Watt University,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,60
10007773,The Open University,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,16115
10007773,The Open University,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,16115
10007773,The Open University,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,6860
10007773,The Open University,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,6860
10007773,The Open University,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,9260
10007773,The Open University,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,9260
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,3505
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,3035
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,475
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,1415
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,1065
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,350
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,2090
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,1970
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,120
10005500,Robert Gordon University,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,9140
10005500,Robert Gordon University,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,7940
10005500,Robert Gordon University,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,1200
10005500,Robert Gordon University,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,3005
10005500,Robert Gordon University,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2610
10005500,Robert Gordon University,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,395
10005500,Robert Gordon University,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,6130
10005500,Robert Gordon University,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,5330
10005500,Robert Gordon University,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,800
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,910
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,910
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,275
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,275
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,635
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,635
10007803,The University of St. Andrews,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,8455
10007803,The University of St. Andrews,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,7635
10007803,The University of St. Andrews,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,815
10007803,The University of St. Andrews,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,2910
10007803,The University of St. Andrews,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2170
10007803,The University of St. Andrews,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,745
10007803,The University of St. Andrews,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,5540
10007803,The University of St. Andrews,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,5470
10007803,The University of St. Andrews,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,75
10005700,SRUC,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,1680
10005700,SRUC,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,1235
10005700,SRUC,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,445
10005700,SRUC,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,1050
10005700,SRUC,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,770
10005700,SRUC,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,280
10005700,SRUC,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,635
10005700,SRUC,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,465
10005700,SRUC,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,170
10007804,The University of Stirling,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,8565
10007804,The University of Stirling,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,8005
10007804,The University of Stirling,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,560
10007804,The University of Stirling,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,2870
10007804,The University of Stirling,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2570
10007804,The University of Stirling,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,305
10007804,The University of Stirling,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,5690
10007804,The University of Stirling,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,5435
10007804,The University of Stirling,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,255
10007805,The University of Strathclyde,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,15055
10007805,The University of Strathclyde,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,13330
10007805,The University of Strathclyde,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,1720
10007805,The University of Strathclyde,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,4480
10007805,The University of Strathclyde,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,3685
10007805,The University of Strathclyde,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,795
10007805,The University of Strathclyde,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,10575
10007805,The University of Strathclyde,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,9645
10007805,The University of Strathclyde,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,930
10007114,University of the Highlands and Islands,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,8435
10007114,University of the Highlands and Islands,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,5505
10007114,University of the Highlands and Islands,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,2930
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,3755
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2520
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,1240
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,4680
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,2985
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,1695
10007800,The University of the West of Scotland,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,14215
10007800,The University of the West of Scotland,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,12375
10007800,The University of the West of Scotland,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,1840
10007800,The University of the West of Scotland,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,6265
10007800,The University of the West of Scotland,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,4925
10007800,The University of the West of Scotland,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,1340
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,7955
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,7455
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,500
,Total,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,189160
,Total,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,153515
,Total,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,35640
,Total,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,66915
,Total,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,48450
,Total,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,18465
,Total,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,122245
,Total,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,105065
,Total,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,17175
